DISTRICT,WARD ,VILLAGE ,LATITUDE (Y),LONGITUDE (X),YEAR,HH_SERVED,FUNCTIONAL_STATE,PUMP_TYPE,OUTLETS,SOAK_AWAY_PIT,PROTECTED,DATE OF LAST VISIT,VPM_VISITS/YEAR,BH_COMMITTEE,SEASONALITY,AQUIFER_YIELD,BH_DEPTH ,PALATABILITY,TOTAL _DISSOLVED -SOLIDS
Mutasa,17,Danhama,-18.6300105,32.6187787,2005,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/17,2,Functional,Perennial,24,109,FALSE,872
Nyanga,18,Mudondo,-18.0646233,32.6384938,1989,19,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/08,1,Functional,Perennial,39,28,TRUE,97
Nyanga,14,Mukuwira,-17.4352325,32.3423223,1988,25,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/18,1,Non-Functional,Perennial,0.08952121,74,TRUE,302
Buhera,13,SHAMBAMUTO,-19.182379,31.7070865,1999,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/27,1,Non-Functional,Perennial,48,100,TRUE,376
Makoni,8,52b,-18.2636811,32.235819,2002,55,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/19,3,Non-existent,Perennial,11,89,TRUE,320
Mutasa,17,Chidawanyika,-18.6737619,32.5761547,2010,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/24,1,Functional,Perennial,35,62,TRUE,183
Mutasa,22,Primir South,-18.9191378,32.5377823,1960,51,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/04,1,Functional,Perennial,21,21,TRUE,365
Mutare,1,Beest Kraal,-18.8533705,32.3797116,1998,24,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/18,3,Functional,Perennial,11,108,TRUE,105
Nyanga,18,Tayengwa,-18.0788717,32.632267,1990,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/02,2,Functional,Perennial,22,37,FALSE,741
Makoni,21,Makonde,-18.5142206,32.380855,1992,10,Fully Functional,Bush Pump Type C,1,FALSE,Yes,2022/08/12,1,Functional,Seasonal,0.847112261,86,TRUE,517
Nyanga,24,Mushata,-18.2987329,32.5636999,1990,41,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/12,1,Functional,Seasonal,0.078754673,22,TRUE,374
Buhera,27,Kandoro,-19.7338269,32.0913356,2016,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/17,1,Functional,Perennial,40,50,TRUE,345
Makoni,30,Jaha Village,-18.9674477,32.1163209,2013,50,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/06,1,Functional ,Perennial,12,42,TRUE,197
Mutare,30,Tinoengana,-19.6116,32.309116,1987,19,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/04/21,3,Functional,Perennial,27,105,TRUE,344
Mutare,34,Village B4,-19.13411419,32.35142125,2012,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/05,2,Functional ,Perennial,0.309933543,79,TRUE,336
Makoni,35,6,-17.9071095,32.1713931,1966,0,Non-Functional,National Pump,1,FALSE,No,2022/03/10,1,Non-existent,Seasonal,0.01097841,66,FALSE,723
Buhera,1,Mudzamiri,-19.1271974,31.3475643,2008,26,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/19,2,Functional,Perennial,9,47,TRUE,321
Mutare,15,Mvududu,-19.1213021,32.122142,1998,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/22,3,Functional,Perennial,41,114,TRUE,454
Mutasa,14,Kuuyangepi,-18.6414407,32.5314066,2013,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/23,3,Functional,Perennial,5,72,FALSE,888
Mutare,22,Matsika Mutsiyabako,-19.4274074,32.6990205,1998,15,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/06/01,3,Non-existent,Perennial,19,31,FALSE,701
Chipinge,14,Mabeure,-20.3186879,32.7709928,1986,19,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/03,3,Non-functional ,Perennial,37,87,TRUE,404
Mutasa,19,Chitanga,-18.6337655,32.693333,1965,7,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/11/24,1,Non-existent,Perennial,42,31,FALSE,849
Buhera,14,Tanyanyiwa,-19.340145,31.5976936,1990,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2023/01/04,3,Non-functional ,Perennial,7,99,TRUE,199
Chipinge,23,Tarisachawakananga,-20.6342587,32.4530359,1999,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/30,3,Non-existent,Perennial,26,72,FALSE,992
Buhera,14,Murambinda,-19.2669132,31.6483609,1990,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/10,1,Non-existent,Perennial,5,46,TRUE,119
Makoni,6,Yorkshire 11b,-18.2842162,32.0737938,1999,26,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/20,3,Non-existent,Perennial,25,79,TRUE,273
Chipinge,3,Bwerudza,-20.1313134,32.3603237,1987,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/21,1,Non-Functional,Perennial,46,77,TRUE,332
Chimanimani,3,Mubururu,-19.5545042,32.5546242,1992,15,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/01,3,Functional,Perennial,31,57,TRUE,89
Chimanimani,17,Tomeke,-19.7822974,32.6819879,2004,9,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/21,2,Non-existent,Perennial,28,39,TRUE,488
Chipinge,22,Masosote B,-20.6425629,32.3166927,1989,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/03,1,Functional,Perennial,38,84,TRUE,454
Makoni,36,Chigume,-17.8596087,32.5457814,2015,24,Partially Functional,Elephant Pump,1,FALSE,Yes,2022/02/17,1,Functional,Perennial,33,89,TRUE,315
Mutare,12,Mwandiambira,-19.2306985,32.4883847,1986,30,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/13,1,Functional ,Perennial,25,51,TRUE,521
Mutare,24,Mavhiza,-19.4995853,32.2731255,2005,15,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/11/15,1,Non-existent,Perennial,23,103,TRUE,297
Chipinge,29,Makiwa,-20.997078,32.2153134,1989,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/01,1,Functional,Perennial,6,36,TRUE,467
Buhera,12,Mbenjani,-19.1807042,32.0248906,1988,26,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/13,2,Non-Functional,Seasonal,0.47647501,32,TRUE,485
Mutare,7,Manyera,-19.2004551,32.7395201,1999,34,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/10,1,Non-Functional,Perennial,0.979464967,102,TRUE,137
Makoni,18,Village B,-18.6199992,32.2726224,2002,42,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/06/23,1,Non-existent,Perennial,10,23,TRUE,415
Buhera,28,Mutendeudzwa,-19.6486755,32.2280468,2010,23,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/11,1,Functional,Perennial,0.494594915,77,TRUE,457
Makoni,9,Village 8,-18.0495625,32.4655259,1960,23,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/22,2,Non-Functional,Seasonal,0.411702134,67,TRUE,191
Buhera,27,Mureriwa,-19.7021703,32.0462202,1998,5,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/29,2,Non-existent,Seasonal,10,84,TRUE,207
Buhera,32,Tasaranarwo,-19.4393622,31.9172934,1990,20,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/11/02,1,Functional,Perennial,0.641837009,77,TRUE,85
Buhera,17,Bhadharai,-19.390147,31.8414249,1992,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/18,2,Non-Functional,Perennial,46,96,FALSE,714
Chimanimani,16,Vheremu,-20.048794,32.8527979,1990,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/13,2,Non-existent,Perennial,0.4383876,22,TRUE,409
Nyanga,15,Muwi Village,-18.0439695,32.8929146,2016,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/14,4,Functional,Perennial,0.135099972,52,TRUE,82
Chipinge,12,Glengary,-20.2705825,32.5818509,2013,28,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/04,4,Functional,Perennial,6,76,TRUE,280
Chipinge,12,Isis Committe Of 7,-20.3100582,32.5314075,1987,25,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/24,1,Functional ,Seasonal,0.654237431,108,TRUE,361
Nyanga,8,Katuta,-17.8575842,32.6543021,2012,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/11/29,1,Non-Functional,Seasonal,28,60,TRUE,391
Nyanga,8,Chipika,-17.8268754,32.6486493,1966,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/04,2,Functional,Perennial,47,90,TRUE,256
Nyanga,8,Katuta,-17.8512365,32.6655101,2008,25,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/02,3,Functional,Perennial,0.40379306,35,TRUE,166
Chipinge,22,Batanai,-20.6058335,32.3633024,1998,30,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/16,2,Non-functional ,Perennial,25,38,TRUE,54
Chipinge,25,RIMAI,-20.7952267,32.3305323,2013,35,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/30,2,Functional ,Perennial,30,32,TRUE,172
Chipinge,1,Maunganidze,-19.160309,32.370911,1998,15,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/02,2,Functional,Perennial,29,70,TRUE,275
Mutare,13,Chapeyama Village,-19.1334049,32.5831963,1986,14,Fully Functional,Bush Pump Type A,3,FALSE,Yes,2022/09/25,1,Functional,Perennial,5,94,TRUE,163
Makoni,35,42,-17.9458498,32.2405244,1965,28,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/06/19,1,Functional ,Perennial,0.943688735,93,FALSE,937
Buhera,28,Gwenukwenu,-19.1614524,32.2314347,1990,35,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/02,2,Functional,Seasonal,31,96,TRUE,302
Chipinge,3,Manesa,-20.0937841,32.3534436,1999,18,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/07,1,Functional ,Perennial,0.463136624,106,TRUE,371
Chipinge,1,Ngaoni,-19.974132,32.3938638,1990,60,Fully Functional,Bush Pump Type B,1,TRUE,No,2023/01/05,3,Functional,Seasonal,7,81,TRUE,240
Buhera,23,Tarwirei,-19.4700391,32.1305501,1999,17,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/30,1,Non-existent,Perennial,49,100,FALSE,762
Chipinge,4,Mushakavanhu,-20.0726196,32.4095146,2013,63,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/03/04,1,Functional,Perennial,18,29,TRUE,186
Chipinge,3,Taona,-20.0861876,32.3509958,1980,50,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/11/09,1,Non-Functional,Perennial,6,41,TRUE,51
Mutare,9,Mutizha,-19.2125314,32.1560229,1992,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/03,3,Functional,Perennial,32,44,FALSE,877
Nyanga,5,Aripawo,-17.6671782,32.181576,2004,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/08,2,Functional,Perennial,8,77,TRUE,377
Makoni,8,54,-18.2640176,32.1615187,1989,26,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/17,1,Functional ,Perennial,44,55,TRUE,154
Mutare,14,Rushinga,-19.1949951,32.5719234,2015,60,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/01/31,3,Functional,Perennial,5,78,FALSE,784
Makoni,29,Mutemererwa,-18.8868557,32.0597963,1986,39,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/14,3,Functional,Perennial,0.460334653,25,TRUE,161
Chipinge,23,Mandega 1,-20.1443141,32.4204414,2005,31,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/29,1,Functional,Perennial,48,64,TRUE,262
Buhera,22,Mafuratidze,-19.4801281,31.8987226,1989,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/12,1,Functional,Seasonal,0.59707266,79,FALSE,859
Chipinge,3,Panganai,-20.11847,32.360813,1988,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/23,1,Functional,Perennial,47,45,TRUE,589
Mutasa,19,Marira,-18.6860326,32.6398479,1999,50,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/26,3,Functional ,Seasonal,0.506945656,104,FALSE,789
Buhera,9,Chinhoro,-19.1178325,31.6969266,2002,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/20,1,Functional,Seasonal,0.503544921,41,TRUE,120
Chipinge,24,Madhuku 1,-20.7335999,32.3118003,2010,31,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/31,1,Functional,Perennial,47,65,TRUE,564
Buhera,14,Mushayanguvo,-19.3473664,31.653404,1960,39,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/12/08,2,Functional,Seasonal,0.293809583,78,TRUE,391
Mutasa,15,Nenjerama,-18.6510051,32.5486207,1998,13,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/01/11,3,Functional,Perennial,31,95,TRUE,92
Buhera,5,Makumbe,-19.2744118,31.4333098,1990,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/02,3,Functional,Perennial,12,97,FALSE,815
Buhera,14,Tagarira,-19.3261138,31.6195384,1992,28,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/06/25,2,Non-functional ,Perennial,16,67,TRUE,363
Mutare,12,Hapanamambo,-19.139769,32.4537294,1990,29,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/10,2,Functional ,Perennial,44,80,TRUE,216
Mutasa,14,Dudzai,-18.6310118,32.5286118,2016,22,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/12,3,Functional,Seasonal,4,20,TRUE,190
Makoni,35,Village 6,-17.9068192,32.1664248,2013,60,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/04,1,Non-existent,Perennial,37,105,FALSE,699
Makoni,6,Yorkshire 7b,-18.3134905,32.140159,1987,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/29,1,Functional,Perennial,36,36,TRUE,513
Chipinge,24,Madhuku 1,-20.7439851,32.3036335,2012,36,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/08,3,Non-functional ,Perennial,11,70,TRUE,528
Buhera,26,Mutero,-19.8285831,31.9994546,1966,18,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/03/29,2,Functional,Perennial,17,40,TRUE,500
Mutare,13,Makarange Village,-19.1787641,32.5089405,2008,53,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/09/21,2,Functional,Perennial,0.36356455,59,TRUE,451
Buhera,25,Tarwireyi,-19.5862735,32.2036215,1998,54,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/03,1,Non-Functional,Perennial,10,101,TRUE,156
Mutare,1,Majuta,-18.8199563,32.2642884,2013,26,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/03,1,Non-existent,Perennial,35,109,TRUE,320
Makoni,26,Tsanga,-18.6842629,32.1152736,1998,10,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/26,1,Non-Functional,Seasonal,0.975275533,23,TRUE,181
Makoni,22,Haisoswi Village,-18.6000507,32.3561922,1986,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/21,1,Non-existent,Perennial,42,94,FALSE,779
Mutare,30,Muedzengwa,-19.6516718,32.31918,1965,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/22,2,Functional,Perennial,32,72,TRUE,461
Buhera,17,Mukutukutu,-19.3267603,31.85463,1990,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/18,1,Non-existent,Perennial,0.688819632,52,FALSE,837
Mutare,25,Mwadewafa,-19.4165394,32.3950094,1999,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/02,3,Functional,Perennial,17,103,TRUE,199
Chipinge,4,Mushakavanhu,-20.0632784,32.409856,1990,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/01,1,Functional,Seasonal,0.354801876,24,TRUE,381
Chipinge,25,RIMAI,-20.7688975,32.3985967,1999,11,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/10/20,2,Non-functional ,Perennial,25,36,FALSE,620
Chimanimani,6,Mhizha,-19.6337235,32.5839914,1988,30,Non-Functional,Rope and Bucket,1,FALSE,No,2022/06/10,2,Non-functional ,Seasonal,0.32336202,94,FALSE,968
Mutare,29,Fungirayi,-19.5357064,32.4309026,1988,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/11/18,1,Non-existent,Seasonal,0.591891132,34,TRUE,455
Chimanimani,3,Chitimani,-19.5533468,32.5771107,1954,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/06,1,Functional,Perennial,0.033159725,88,TRUE,109
Mutare,28,Muzama,-19.4459267,32.3451256,1945,24,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/10/30,1,Functional,Perennial,35,30,TRUE,77
Buhera,14,Mujiri,-19.3414129,31.6312254,1992,18,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/28,1,Functional,Seasonal,0.266617041,21,TRUE,445
Mutare,22,Muchabveyo Village,-19.3218207,32.7065992,2004,53,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/06/01,2,Functional,Perennial,21,65,TRUE,48
Makoni,17,Netherland,-18.6621529,32.1945079,1989,24,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/10/05,1,Non-functional ,Perennial,18,92,TRUE,244
Mutasa,8,Cheche,-18.5574097,32.8124442,2015,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/28,3,Non-existent,Perennial,0.264672976,38,TRUE,91
Makoni,36,Chabveka,-17.8965515,32.5401854,1986,23,Partially Functional,Elephant Pump,1,FALSE,Yes,2023/04/29,3,Functional,Perennial,47,45,TRUE,104
Makoni,16,Nezambe,-18.6442833,32.0947271,2005,10,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/03/27,1,Functional,Perennial,47,54,FALSE,875
Mutare,30,Tinoengana,-19.6251738,32.2917551,1989,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/11,3,Functional,Seasonal,0.004414587,84,TRUE,212
Mutare,30,Dzoma,-19.630094,32.4030839,1988,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/15,1,Non-existent,Perennial,36,39,TRUE,215
Mutare,28,Chitsiku,-19.4304582,32.4713293,1999,23,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/08,1,Functional,Perennial,49,64,TRUE,599
Buhera,25,Marume,-19.5562924,32.1817902,2002,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/15,3,Functional,Perennial,32,51,TRUE,41
Makoni,9,Village 38,-18.1341749,32.381243,2010,46,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/11,3,Functional,Perennial,44,67,TRUE,74
Mutare,34,Village O,-19.07959017,32.28603524,1960,16,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/31,1,Functional,Perennial,25,38,FALSE,933
Buhera,21,Zininga,-19.5075323,31.8164489,1998,46,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/01/14,3,Functional,Perennial,0.242196572,20,FALSE,683
Buhera,32,Utete,-19.4596489,31.8043632,1990,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/29,1,Non-existent,Perennial,13,84,TRUE,263
Chipinge,3,Goko,-20.0126151,32.3443134,1992,30,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/26,1,Functional,Perennial,8,63,TRUE,576
Makoni,17,Table lands Primary School,-18.7289447,32.2759955,1990,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/10,3,Functional,Perennial,0.543328264,52,TRUE,447
Mutare,9,Gononono,-19.184817,32.249597,2016,40,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/28,5,Functional,Perennial,39,22,FALSE,733
Mutare,26,Muradzikwa,-19.3515383,32.4942566,2013,20,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/29,2,Functional ,Perennial,38,46,TRUE,44
Chipinge,12,Mambeu,-20.3182468,32.5718501,1987,53,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/05/14,4,Functional,Perennial,32,65,TRUE,551
Chimanimani,17,Chanuhwa,-19.7993267,32.6906728,2012,50,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/19,3,Functional,Perennial,20,95,FALSE,655
Chipinge,12,Mambeu,-20.3168302,32.5724662,1966,0,Non-Functional,National Pump,1,FALSE,No,2022/07/10,2,Non-existent,Seasonal,0.659661236,95,FALSE,677
Chipinge,28,Mashube,-21.0009172,32.3828187,2008,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/02,1,Functional,Seasonal,13,55,TRUE,106
Makoni,18,Devils Pass,-18.6499633,32.2893933,1998,38,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/31,3,Functional,Perennial,40,51,TRUE,265
Mutare,24,Chindomundomu,-19.5101073,32.227286,2013,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/03,1,Functional,Perennial,5,23,TRUE,113
Nyanga,6,Chapatarongo,-17.6467059,32.9049186,1998,50,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/16,3,Functional ,Perennial,0.614314906,43,TRUE,540
Nyanga,27,Nyaruserendende Village 44,-18.4092112,32.5144784,1986,0,Non-Functional,National Pump,1,FALSE,Yes,2023/02/22,3,Non-existent,Seasonal,0.351664025,34,FALSE,799
Makoni,23,Zumbani,-18.6857669,32.3799131,1965,26,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/11/10,1,Functional ,Perennial,10,106,TRUE,222
Mutasa,19,Dombo Village 2,-18.6853557,32.7073549,1990,18,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/29,1,Non-functional ,Perennial,0.051711444,68,FALSE,610
Buhera,12,Kubonya/madhewu,-19.2182936,31.9885385,1999,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/28,1,Non-Functional,Seasonal,0.400022698,21,TRUE,40
Makoni,8,49B,-18.2606485,32.1901385,1990,31,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/06,1,Non-existent,Perennial,15,26,TRUE,589
Mutasa,11,Nyamunokora A,-18.5320309,32.6344441,1999,28,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/27,2,Functional,Perennial,5,22,TRUE,179
Buhera,22,Muchuchu,-19.5063394,31.8916386,2013,60,Fully Functional,Bush Pump Type A,1,FALSE,No,2022/03/11,1,Functional,Seasonal,0.994055035,109,FALSE,731
Buhera,26,Mupendami,-19.768073,32.0486826,2005,61,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/02/14,1,Non-Functional,Perennial,6,112,TRUE,397
Buhera,20,Ngwarai,-19.3262145,32.0645262,2015,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/01/23,1,Functional,Perennial,43,90,TRUE,230
Chipinge,25,HAKWATA,-20.8466819,32.4592975,2014,25,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/06,3,Functional ,Perennial,26,63,FALSE,860
Buhera,20,Nhamo,-19.3235833,32.0713424,2011,30,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/28,1,Functional,Perennial,10,92,TRUE,165
Mutare,1,Village 12,-18.8778539,32.3952714,1984,27,Fully Functional,Bush Pump Type B,1,FALSE,No,2023/03/27,3,Functional,Perennial,35,112,TRUE,324
Buhera,27,Nechiwowe,-19.6998464,32.0585819,1993,45,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/16,3,Functional,Perennial,27,113,TRUE,254
Makoni,35,1,-17.8478514,32.1820821,1992,12,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/16,2,Functional,Perennial,21,107,FALSE,760
Chipinge,22,Zinyuni,-20.6168578,32.3576612,2004,48,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/16,1,Functional,Perennial,20,79,TRUE,103
Buhera,29,Shoodzai,-19.7461553,32.2303076,1989,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/06,3,Functional,Seasonal,0.258003634,83,FALSE,827
Buhera,30,Kichini,-19.8538654,32.295327,2015,21,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/23,3,Functional,Perennial,18,89,FALSE,978
Chipinge,9,Ndiadzo,-20.06035,32.8554356,1986,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/14,2,Non-Functional,Perennial,37,112,FALSE,762
Mutare,5,Mundembe,-19.0326913,32.5297526,2005,50,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/30,1,Functional,Perennial,25,72,FALSE,844
Chipinge,22,Chisavanye,-20.1453021,32.2215008,1989,20,Fully Functional,Bush Pump Type B,8,FALSE,Yes,2022/11/23,2,Functional,Perennial,48,93,TRUE,584
Makoni,24,Chinamaringa,-18.6861934,31.8442382,1988,25,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/09,1,Functional ,Perennial,17,85,FALSE,700
Nyanga,10,Masaya,-17.7354762,32.9411242,1999,9,Fully Functional,Submersible Pump,1,TRUE,Yes,2022/05/16,1,Non-existent,Perennial,0.905101752,114,TRUE,120
Chimanimani,7,7   B,-19.684897,32.6463027,2002,32,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/25,3,Functional,Seasonal,28,54,TRUE,58
Makoni,8,40c,-18.1820298,32.2317872,2010,22,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/05,3,Non-Functional,Perennial,0.359101486,41,TRUE,545
Chipinge,25,MANDEGA 2,-20.2543162,32.4442034,1960,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/30,1,Functional,Perennial,26,114,TRUE,380
Buhera,25,Kamunyemba,-19.6266022,31.17282,1998,24,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/17,3,Functional,Perennial,26,51,FALSE,692
Nyanga,6,Sedze,-17.1262556,32.4024112,1990,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/29,3,Functional,Perennial,3,82,FALSE,776
Mutare,13,Chapeyama Village,-19.1145694,32.6039886,1992,33,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/10/09,1,Functional,Perennial,19,54,TRUE,207
Mutasa,19,Chitanga,-18.634413,32.7028654,1990,10,Fully Functional,Bush Pump Type C,1,FALSE,No,2022/03/29,2,Non-existent,Seasonal,0.145280333,55,FALSE,654
Buhera,15,Mataranyika,-19.3243513,31.7334122,2016,4,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/12,1,Non-existent,Perennial,0.49491608,93,TRUE,472
Buhera,8,Rambanapasi,-19.1405227,31.6458673,2013,37,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/01,1,Non-existent,Perennial,0.567321614,21,TRUE,529
Chipinge,25,RIMAI,-20.2636359,32.3414046,1987,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/05/30,6,Functional,Perennial,38,45,TRUE,134
